autor,title,source,issue,year,session,keywords,abstract,id,link,
"ASSUMPçãO, Fabrício Silva; SANTOS, Plácida Leopoldina Ventura Amorim da Costa; ZAFALON, Zaira Regina","O controle de autoridade no domínio bibliográfico: os catálogos digitais@pt-BR","Biblios (Peru)","n. 68, p. 21-33","2017","Revisión</a>","Functional requirements for authority data (frad); Catalogacao descritiva; Catalogo bibliografico; Controle de autoridade; Historia da catalogacao; Catalogacion descriptiva; Catalogos bibliograficos; Control de autoridades; Historia de la catalogacion; Authority control; Bibliographic catalogs; Descriptive cataloging; Functional requirements for subject authority data (frsad); History of cataloging","Por meio de uma revisão de literatura, este estudo tem por objetivo analisar o controle de autoridade nos catálogos digitais. Para isso, inicia-se com uma breve introdução acerca do controle de autoridade, contextualiza a automação das bibliotecas e o surgimento dos catálogos digitais a partir da década de 1960 e destaca alguns pontos da história dos catálogos digitais, tais como a criação de formatos MAchine-Readable Cataloging (MARC) para dados bibliográficos e de autoridade. Como síntese da compreensão atual do controle de autoridade, apresenta os modelos conceituais Functional Requirements for Authority Data (FRAD) e Functional Requirements for Subject Authority Data (FRSAD). Por fim, descreve o modelo de dados utilizado nos catálogos digitais atuais e conclui ressaltando a presença do controle de autoridade na história da Catalogação, a importância dos modelos conceituais FRAD e FRSAD, a retomada dos registros de autoridade no código de catalogação Resource Description and Access (RDA), e a importância da compreensão do controle de autoridade no cenário atual da Catalogação.@pt-BR Por medio de una revisión de literatura, este estudio tiene por objetivo analizar el control de autoridades en los catálogos digitales. Para eso, se inicia con una breve introducción acerca del control de autoridades, contextualiza la automatización de las bibliotecas y el surgimiento de los catálogos digitales a partir de la década de 1960 y destaca algunos puntos de la historia de los catálogos digitales, tales como la creación de formatos MAchine-Readable Cataloging (MARC) para datos bibliográficos y de autoridad. Como síntesis de la comprensión actual del control de autoridades, se presentan los modelos conceptuales Functional Requirements for Authority Data (FRAD) y Functional Requirementsfor Subject Authority Data (FRSAD). Finalmente, se describe el modelo de datos utilizado en los catálogos digitales actuales y se concluye resaltando la presencia del control de autoridades en la historia de la Catalogación, la importancia de los modelos conceptuales FRAD y FRSAD, el retomar de los registros de autoridades en el código de catalogación Resource Description and Access (RDA), y la importancia de la comprensión del control de autoridades en el escenario actual de la Catalogación.@es-ES In this paper we use a literature review to analyze authority control in digital catalogs. In order to do that, we start with a brief introduction to authority control, we contextualize library automation and the rising of digital catalogs from 1960s, and then we highlight some developments in the history of digital catalogs, such as the development of MAchine-Readable Cataloging (MARC) formats for bibliographic and authority data. After that, we present the Functional Requirements for Authority Data (FRAD) and the Functional Requirements for Subject Authority Data (FRSAD) as a synthesis of the current understanding about authority control. Finally, we describe the data model used in the current digital catalogs and we point out: the presence of authority control in the history of Cataloging, the value of FRAD and FRSAD conceptual models, the coverage of authority records by the Resource Description and Access (RDA), and the importance of the understanding about authority control in the current context of Cataloging.@en ","64045","https://brapci.inf.br/index.php/res/v/64045","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/111669"
"PICCO, Paola","El objeto de la catalogación en el marco de las RDA@pt-BR","Encontros Bibli: Revista Eletrônica de Biblioteconomia e Ciência da Informação","n. 28, v. 14, p. 150-162","2009","Artigo</a>","Ciencia de la informacion; Bibliographic description; Cataloging rule; Frbr model; Cataloging definition; Bibliographic entities; Cataloging object; Resource description and access; Descripcion bibliografica; Reperesentacion descriptiva; Descriptive representation; Ia; Cataloguing; Bibliographic control"," El presente artículo aborda los cambios producidos en la catalogación a partir de la incorporación de las Tecnologías de la Información y Comunicación (TIC). Es en este contexto que surge el nuevo Código de Catalogación denominado Descripción y Acceso del Recurso que se presenta como un elemento normalizador de alcance internacional. El Código se sustenta en el modelo conceptual FRBR, que incorpora una nueva terminología donde se definen cuatro entidades (obra, expresión, manifestación e ítem) que deben ser consideradas al momento de catalogar. El objetivo de esta contribución es analizar el objeto de catalogación en el marco de los cambios propuestos a partir de la próxima aparición del nuevo Código de Catalogación. Se destaca la identificación de la obra como elemento fundamental en el proceso de catalogación y al momento de establecer las relaciones entre las entidades de contenido y de presentación definidas en el modelo FRBR. Se manifiesta la necesidad de que los catalogadores realicen un trabajo interdisciplinario junto a otros profesionales en el proceso de identificación de las obras donde se haga énfasis en el trabajo de investigación superando la función tradicional de la mera transcripción de datos.@pt-BR The current article analyses the changes proposed in the process of cataloging since the introduction of the Technologies of Information and Communication (TIC). The new Cataloging Code denominated Resource Description and Access which is ready to be published is presented as a standardization element which will reach the international level. The Code is founded on FRBR conceptual model, and it incorporates a new terminology, where four entities are defined (work, expression, manifestation and item). All of them should be considered at the instance of cataloging. The objective of this article is to analyse the cataloging object in the light of the new Code. The work identification is enhanced as a fundamental element in the cataloging process, as well as the establishment of the relationships among content and presentation entities. It is necessary that cataloguers carry out an interdisciplinary work next to other professionals in the work identification where the research task becomes a fundamental issue.@en ","37245","https://brapci.inf.br/index.php/res/v/37245","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/48435"
"CAUDILLO, Miguel Ángel Farfán","La catalogación de recursos en línea en la Biblioteca Nacional de México: criterios de selección y reglas de descripción bibliográfica@es-ES","Boletín del Instituto de Investigaciones Bibliográficas (México)","n. 1, v. XVIII","2013","Artículo</a>","Descripcion bibliografica; Catalogacion; Recursos en linea; Biblioteca nacional de mexico; Criterios de seleccion","El presente estudio expone la catalogación de recursos en línea realizada en la Biblioteca Nacional de México (BNM). Se analizan: I) Los criterios de evaluación y selección, II) Los antecedentes y el marco normativo catalográfico que rige la descripción bibliográfica de las distintas categorías de recursos de información. Ubica el referente institucional rector de la BNM, el Instituto de Investigaciones Bibliográficas (IIB) y su Plan de desarrollo institucional, 2008-2011, que propone tareas de innovación tecnológica y modernización de los procesos técnicos y los servicios bibliotecarios. Se resalta que, a lo largo de más de 40 años, el iib ha participado en la publicación, la difusión y el uso de las III) Reglas de catalogación angloamericanas (RCA2), que son norma principal de la descripción bibliográfica de los recursos en línea. También se ponen de manifiesto algunos elementos básicos sobresalientes de IV) Las reglas de Descripción y acceso al recurso (RDA, por sus siglas en inglés), los principios y directrices del nuevo esquema bibliográfico@es-ES ","82930","https://brapci.inf.br/index.php/res/v/82930","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/98067"
"SALAZAR, Anthony Alvarado; RODRíGUEZ, Christian Zamora; LORíA, Marlon Gerardo Solano","Descubriendo los modelos de datos interconectados: BibFrame@en","e-Ciencias de la Información (Costa Rica)","n. dez., p. 1-21","2016","Revisione Bibliográfica</a>","Bibframe; Marc; Rda; Web semantica; Rdf; Biblioteca del congreso de lo estados unidos de america; Bibliographic framework; Semantic web; Resource description framework; Library of congress of the united states of america","Por medio de esta revisión, se busca realizar un recuento y una explicación sobre el entorno de intercambio bibliográfico BibFrame a partir del conocimiento que ha sido diseminado, en su mayor parte, por un grupo de profesionales de la Biblioteca del Congreso de los Estados Unidos de América. En este trabajo, se muestran aspectos clave de esta iniciativa en  y se enfocan cuestiones medulares de su funcionamiento como entorno ubicado en la web. Se discute su posible normalización partiendo del traslado de MARC21 a esta herramienta.@es-ES This review aims to report on and explain the bibliographic exchange environment BibFrame taking as starting point the knowledge that has been disseminated, mainly, by a group of professionals from the Library Of Congress of the United States of America. This work shows key aspects of this initiative and focus on medular points regarding its functioning as a web environment. The work discusses the possible standardization of this environment, starting with transferring from MARC21 to this tool.@en ","62091","https://brapci.inf.br/index.php/res/v/62091","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/121476"
"REYES, Verónica Cano","Avances de investigación: Las publicaciones periódicas oficiales en México: su normalización, disponibilidad, acceso y beneficios para la ciudadanía@pt-PT","Páginas A&B, Arquivos e Bibliotecas (Portugal)","n. Especial, p. 160-174","2020","Artigo</a>","","Se presentan los avances teóricos de la investigación titulada Las Publicaciones periódicas oficiales en México: su normalización, disponibilidad, acceso y beneficios para la ciudadanía, correspondiente a la tesis que se realiza para optar por el Doctorado en Bibliotecología y Estudios de la Información en la Universidad Nacional Autónoma de México. En la primera parte se describe la relación entre la democracia y la información, entre las instituciones de gobierno y las publicaciones oficiales y la ciudadanía y el acceso a las publicaciones oficiales, para lo cual se revisan conceptos como: democracia, gobierno, gobernabilidad, gobernanza, gobierno abierto, publicaciones oficiales, ciudadanía, acceso a la información, derecho a la información, acceso abierto, entre los más importantes, todo ello enfocado a la realidad mexicana. En la segunda parte, se revisan conceptos como: recursos continuos y revistas, posteriormente se pasa a la revisión de las normas ISO para revistas y las RDA (sucesoras de las RCAA2) para la descripción de revistas. Finalmente, se da a conocer la lista de revistas gubernamentales mexicanas que se someterán al análisis en el siguiente capítulo de la investigación que se encuentra en curso.Palabras clave: Normalización de revistas; Publicaciones oficiales mexicanas@pt-PT ","140508","https://brapci.inf.br/index.php/res/v/140508","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/141023"
"DELGADO, Lizbeth Berenice Herrera","Las bases de datos descriptivas: Un diseño de Modelo conceptual orientado a objetos@es-ES","e-Ciencias de la Información (Costa Rica)","n. dez., p. 1-26","2017","Artículo Teórico</a>","Web semantica; Bibliotecas digitales; Mapas conceptuales; Conceptual maps; Bases de datos bibliograficas; Diseno de bases de datos; Semantic web; Digital libraries; Bibliographic databases; Databases design","El presente artículo teórico es resultado de una investigación que conjuga la Ingeniería de Sistemas y la Bibliotecología; muestra una aproximación interdisciplinaria ante la problemática que presentan las bases de datos descriptivas de la biblioteca digital, problema generado por el cambio en los principios organizativos de la información y las demandas que el ambiente digital impone a las bibliotecas. El análisis conduce a un replanteamiento sobre la construcción de bases de datos descriptivas, migrando del Modelo entidad-relación (E-R) para adoptar el Modelo orientado a objetos (MOO) el cual en la actualidad es usado para la construcción y desarrollo programático de la web semántica. Por lo anterior, este artículo teórico propone un Modelo conceptual orientado a objetos bajo una metodología propia, la cual desarrolla el proceso para generar el modelo propuesto en dos etapas. La primera es de aproximación al problema, mientras que la segunda corresponde a la identificación de los elementos que incluye componentes de las normas Recursos, Descripción y Acceso (RDA) y observa los principios teóricos que establecen las FRBR (Requerimientos Funcionales para Registros Bibliográficos). Ya en su conjunto se analizan todos los datos para generar la propuesta de diseño de tres modelos conceptuales orientado a objetos para bases de datos descriptivas: 1) el Modelo de obra, 2) el Modelo de dominio y 3) el Modelo de instancia, para conformar una base de datos descriptiva más adecuada y propia de la biblioteca en esta era digital.@es-ES The present theoretical article is the result of an investigation that combines the Systems Engineering and the Library Sciences; it shows an interdisciplinary approach to the problem presented by the descriptive databases of the digital library, problematic generated by the change in the principles of organization of the information and the demands that the digital environment imposes to the libraries. The analysis leads to a rethinking about the construction of descriptive databases, migrating from the Entityâ€“relationship Model (ER model) to adopt the Object-oriented Modeling (OOM), which is currently used for the construction and programmatic development of the semantic web. Therefore, this theoretical article proposes an Object-oriented Conceptual Modeling under its own methodology, which it develops the process to generate the proposed model in two stages. The first is to approach the problem, while the second corresponds to the identification of elements that includes elements of the Resources, Description and Access (RDA) rules and observes the theoretical principles that establish the Functional Fequirements for Bibliographic Records (FRBR). Already as a whole, all data are analyzed to generate the design proposal of three object-oriented conceptual modeling for descriptive databases: 1) the Work model, 2) the Domain model, and 3) the Instance model, to form a more adequate and descriptive database of the library in this digital era.@en ","66575","https://brapci.inf.br/index.php/res/v/66575","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/85936"
"CERRAO, Natalia Gallo; CASTRO, Fabiano Ferreira de","Aplicações de metadados baseadas em FRBR e RDA em repositórios institucionais digitais: uma revisão sistemática da literatura@pt","Transinformação","v. 32","2020","Artigo</a>","Metadados; Repositorios institucionais; Requisitos funcionais para registros bibliograficos; Resource description and access; Descricao de recursos e acesso; Dominio bibliografico; Bibliographic domain; Metadata; Functional requirements for bibliographic records; Institutional repositories","Resumo Em função das transformações tecnológicas no campo da Catalogação Descritiva, em especial no domínio bibliográfico, com o desenvolvimento de modelos conceituais, como os Functional Requirements for Bibliographic Records (Requisitos Funcionais para Registros Bibliográficos) e a proposta das orientações Resource Description and Access (Descrição de Recursos e Acesso) para a descrição de recursos, faz-se necessário compreender de que maneira essas iniciativas se relacionam com os repositórios institucionais digitais. O objetivo desta pesquisa foi o estudo dos Functional Requirements for Bibliographic Records e das Resource Description and Access estabelecidos no domínio bibliográfico, a fim de identificar o estado da arte sobre as tendências do domínio bibliográfico e a possibilidade de aplicá-los a repositórios institucionais digitais. O aporte teórico e metodológico da Revisão Sistemática da Literatura propiciou o mapeamento e a identificação de elementos-chave para responder à questão de pesquisa. Foram analisados vinte e cinco documentos na Revisão Sistemática da Literatura, o que pode ser considerado um índice relativamente baixo sobre a produção científica condizente à proposta de pesquisa e à necessidade de estudos mais aprofundados acerca do tema. Foram identificadas tecnologias computacionais, casos de uso e aplicações específicas em ambientes bibliográficos, acadêmicos e na Web. Sublinha-se que o estado da arte construído se apresenta como um ponto de partida para o desenvolvimento de ferramentas e de aplicações que aproximem o domínio bibliográfico dos repositórios institucionais digitais.@pt Abstract Given the technological transformations in the field of Descriptive Cataloging, especially in the bibliographic domain, and the development of conceptual models, such as the Functional Requirements for Bibliographic Records and the proposal of the Resource Description and Access guidelines for the description of resources, it is necessary to understand how such initiatives relate to digital institutional repositories. The objective of this research was to study the Functional Requirements for Bibliographic Records and Resource Description and Access established in the bibliographic domain, in order to identify the state of the art of the currents trends of the bibliographic domain and if they can be applied to digital institutional repositories. The theoretical and methodological support of the Systematic Literature Review provided the mapping and identification of the key elements to answer the research question. Twenty five documents were analyzed in the Systematic Literature Review, which can be considered a relatively low index on the scientific production consistent with the research proposal, pointing to the need for further studies on the subject. Computational technologies, use cases, and specific applications were identified in bibliographic, academic, and web-based environments. The state of the art provided in this research constitutes a starting point for the development of tools and applications that bring the bibliographic domain closer to digital institutional repositories.@en ","156739","https://brapci.inf.br/index.php/res/v/156739",""
"COSTA, Mauricio Jose Morais; CONCEIçãO, Valdirene Pereira da","O Estado da Arte da produção científica em Catalogação nas regiões Norte e Nordeste@pt-BR","Revista Brasileira de Biblioteconomia e Documentação","v. 13, p. 2198-2217","2017","Eixo 6 - Iv Encontro de Estudo e Pesquisa em Catalogação</a>","Catalogacao descritiva; Pesquisa em catalogacao; Regiao norte e nordeste; Tecnologia semantica","Estudo acerca da produção científica em Catalogação nas Regiões norte e nordeste do Brasil. Investiga as tendências temáticas nos estudos em catalogação nas regiões Norte e Nordeste, tomando por base as produções científicas em Biblioteconomia e Ciência da Informação, entre os anos de 2005 e 2015. Adota como fundamentação teórica autores como Mey e Moreno (2012), Modesto (2011), Bardin (2009), Siqueira (2010) e Silva (2011). Trata-se de uma pesquisa exploratória, de natureza analítico-descritiva, com abordagem quantitativa e qualitativa, que faz uso da pesquisa bibliográfica. Mapeia as produções científicas em Biblioteconomia e Ciência da Informação das regiões norte e nordeste, nos anais de eventos, nos periódicos científicos com estratos Qualis maior ou igual a B1, além das teses e dissertações publicadas no período investigado. Evidencia que as regiões estudadas não apresentam um número grande de produções, e que as temáticas abordadas não contemplam as discussões atuais acerca da organização e representação do conhecimento, tais como Tecnologias Semânticas, Família FR, RDA. Reforça a importância do fortalecimento dos estudos acerca da Catalogação Descritiva nas regiões pesquisadas, na perspectiva de acompanhar os avanços no cenário nacional e internacional, e assim, contribuir na otimização dos processos de descrição, representação, busca e recuperação da informação.@pt-BR ","1713","https://brapci.inf.br/index.php/res/v/1713","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/41783"
"LOURENçO, Cíntia Azevedo","Novas tendências em catalogação: o novo paradigma da catalogação a partir da modelagem conceitual@pt-BR","Perspectivas em Ciência da Informação","n. Especial, v. 25, p. 150-167","2020","Artigo</a>","","Das áreas que compõem o tratamento da informação, a catalogação teve um grande período de estagnação, após o surgimento do AACR, da ISBD e do MARC. Essa mudança de paradigma que tem ocorrido na catalogação nos últimos anos tem trazido muitos questionamentos acerca de como adequar catálogos antigos ao novo formato proposto pela norma RDA, sem gerar um grande volume de retrabalho. Para responder esses questionamentos, o estudo aprofundado dessa nova proposta é essencial, pois irá garantir uma implementação mais coerente e consistente, levando os catálogos de bibliotecas, e os repositórios e bibliotecas digitais ao próximo nível, baseado em tecnologia de ponta. O presente trabalho propõe discutir o lugar da catalogação na organização da informação e suas atuais perspectivas. Através da revisão da literatura da área, traz as novas tendências da catalogação na atualidade e seus principais desafios. Apresenta a catalogação como tema de pesquisa essencial para o desenvolvimento dos sistemas de recuperação da informação do futuro. Sugere questões polêmicas que necessitam de uma maior discussão entre os profissionais e os teóricos da área, para que a catalogação possa se consolidar através da utilização eficaz das tecnologias da informação e comunicação.Palavras-chave: Catalogação, Modelagem conceitual, organização da informação centrada no usuário, Padrões de metadados para catalogação.@pt-BR ","135741","https://brapci.inf.br/index.php/res/v/135741","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/139061"
"PEREIRA, Ana Maria; CAMARGO, Priscila Câmara de; ZAFALON, Zaira Regina","Estudo sobre o formato MARC 21 em bibliotecas das universidades de ensino superior no Brasil@pt-BR","Revista ACB: Biblioteconomia em Santa Catarina","n. 3, v. 25, p. 462-476","2020","Artigo</a>","1 ciencia da informacao; Biblioteconomia; Formato marc 21. marc 21 para informacao de comunidade; Catalogacao; Biblioteca de universidade brasileira","Resumo: A presente pesquisa tem por objetivo estudar o uso do formato de intercâmbio MARC 21 no Brasil, com foco no formato para Informação de Comunidade. Apresenta como objetivos específicos: identificar a abrangência dos sistemas de informação para o uso do MARC 21; apresentar um estudo sistematizado sobre o MARC 21 para Informação de Comunidade nas bibliotecas das universidades brasileiras, públicas e privadas, com Índice Geral de Cursos igual ou superior a 3. Os procedimentos metodológicos abordaram a pesquisa como qualiquantitativa, do tipo exploratória e descritiva, com característica de levantamento de dados. A coleta de dados foi realizada, em um primeiro momento, por meio de questionários encaminhados aos catalogadores das bibliotecas identificadas, e, posteriormente, optou-se pela coleta nos sites das bibliotecas. Como resultados, verificou-se que as bibliotecas não utilizam o formato MARC 21 para Informação de Comunidade e que a maioria delas utilizam softwares proprietários que não fazem uso do Formato MARC 21, fator que dificulta o intercâmbio de dados entre as próprias instituições. Em futuras pesquisas pretende-se continuar os estudos sobre a interdisciplinaridade entre as áreas de Ciência da Informação e de Sistemas de Informação com foco na catalogação, relacionando-as com as novas diretrizes da catalogação, a Resource Description and Access (RDA). Palavras-Chave: Formato MARC 21. MARC 21 para Informação de Comunidade. Catalogação. Bibliotecas de universidades brasileiras.@pt-BR ","151809","https://brapci.inf.br/index.php/res/v/151809","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/151813"
"CASTRO, Fabiano Ferreira de; SANTOS, Plácida Leopoldina Ventura Amorim da Costa","Elementos de interoperabilidade na perspectiva da catalogação descritiva@pt-BR","Informação & Sociedade: Estudos","n. 3, v. 24","2014","Artigo de Revisão</a>","1 ciencia da informacao; Biblioteconomia; Tecnologia da informacao; Padrao de metadado; Catalogacao descritiva; Interoperabilidade; Modelagem estrutural de ambiente informacional digital; Informacao e tecnologia","Atualmente, no ambiente informacional digital, onde vários tipos de recursos coexistem com formatos e padrões de metadados heterogêneos, muitos esforços têm sido feitos para alcançar a interoperabilidade, a fim de utilizar vários padrões de metadados e de reutilizar os registros de metadados, através do desenvolvimento de estratégias, que vão desde os simples mapeamentos entre elementos de metadados à modelagem estrutural complexa. O uso intensivo das Tecnologias da Informação e Comunicação (TIC) gera o desenvolvimento de uma gama de padrões de metadados, instrumentos fundamentais nos ambientes de manipulação de dados bibliográficos. Objetiva-se apontar em que medida as metodologias da Catalogação Descritiva, explicitadas nos códigos de catalogação (AACR2 e RDA) e nos padrões de metadados, favorecem o delineamento modelar de ambientes informacionais digitais melhor estruturados para a recuperação da informação. Para tanto, com uma metodologia de análise exploratória e descritiva do tema, com o estudo das principais produções científicas da área de Ciência da Informação e da Biblioteconomia, é possível identificar e compreender as principais mudanças tecnológicas no cerne da Catalogação Descritiva, no âmbito digital. Como resultado apresenta-se uma proposta de requisitos funcionais para a modelagem estrutural de ambientes informacionais digitais, que garantem a interoperabilidade no domínio bibliográfico. Acredita-se que a utilização dos metadados, das ontologias e dos fundamentos teóricos e metodológicos da Catalogação Descritiva, uma vez articuladas, podem redesenhar novas opções aos ambientes informacionais, seja na modelagem dos catálogos bibliográficos, ou ainda, na forma de representação dos recursos informacionais, garantindo a interoperabilidade.@pt-BR ","92657","https://brapci.inf.br/index.php/res/v/92657","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/95638"
"GARCI?A, Ariel Alejandro Rodri?guez","El proceso de catalogacioÌn: esquemas, principios y praÌcticas contemporaÌneas@es-ES","Biblioteca Universitária","n. 2, v. 15, p. 139-146","2012","Artigo Original</a>","Rda; Proceso de catalogacioin; Cataloging process","En este trabajo se presentan diversas reflexiones en torno a los cambios que estaÌn ocurriendo en el proceso de catalogacioÌn con el fin de prestar atencioÌn respecto a la coherencia en la presentacioÌn de los datos bibliograÌficos y la asignacioÌn del punto de acceso, asuntos que son considerados como los criterios maÌs importantes en el control de calidad de la catalogacioÌn. Dicha consistencia se ha visto favorecida por las actualizaciones realizadas a los Principios Internacionales de CatalogacioÌn, los modelos conceptuales de los Requerimientos Funcionales y los lineamientos Recursos, DescripcioÌn y Acceso. Un argumento importante es senÌƒalar que los cambios en las diversas normativas han provisto al profesional de la informacioÌn de fundamentos para juzgar, desde el punto de vista bibliotecoloÌgico, los datos bibliograÌficos y su posicionamiento en el entorno de la web semaÌntica.@es-ES Various reflections on the changes that are occurring in the cataloguing process are described, in order to pay attention to the consistent presentation of bibliographic data and assigning the access point, issues that are considered the most important criteria in the quality control of cataloguing. This consistence has been favored by the International Cataloguing Principles, the conceptual models of the Functional Requirements and the guidelines on Resource Description and Access. An important point is that the changes in the various regulations have provided the information professional a basis to judge, from the standpoint of Library Science, bibliographic data and its positioning in the Semantic Web environment.@en ","51819","https://brapci.inf.br/index.php/res/v/51819","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/56875"
"CATARINO, Maria Elizabete; SOUZA, Terezinha Batista de","A representação descritiva no contexto da web semântica@pt","Transinformação","n. 2, v. 24, p. 77-90","2012","Artigo</a>","Metadados; Representacao descritiva; Frbr; Rda; Rdf; Web semantica; Dublin core; Metadata; Descriptive representation; Semantic web","Este artigo contém o resultado de uma pesquisa bibliográfica, cujo objetivo foi verificar como as práticas da representação descritiva estão relacionadas com a proposta de organização dos recursos da Web no contexto da Web Semântica. A pesquisa foi desenvolvida a partir de duas temáticas: uma que abarcou os conceitos referentes à Web Semântica, com o objetivo de compreender os procedimentos e as tecnologias a eles relacionados; outra que focou a representação descritiva, com o intuito de entender como a práxis da catalogação poderá auxiliar na inserção dos dados bibliográficos no contexto da Web Semântica, bem como averiguar ações que estão sendo realizadas nesse sentido. O levantamento foi feito nos idiomas português e inglês, em periódicos e livros das áreas de Ciência da Informação, Internet e Web, bem como em documentos disponíveis no site do Word Wide Web Consortium. O texto discorre sobre a Web Semântica e os conceitos básicos a ela relacionados: dados lincados, vocabulários, busca, inferência e aplicações verticais. Destaca o Resource Description Framework como modelo de descrição de recursos, que é o fundamento da Web Semântica. Com base na análise dos textos, nos exemplos apontados de ações que estão sendo desenvolvidas por algumas instituições, tais como Library of Congress, Dublin Core Metadata Initiative e Joint Steering Committee, e tendo como foco os objetivos acima explicitados, pôde-se inferir que as práticas da representação descritiva estão relacionadas com a Web Semântica na medida em que poderão ser aplicadas para tornar os dados bibliográficos em dados lincados da Web.@pt This article presents the result of a bibliographic research developed with aim of verifying how the practices of descriptive representation are related to the proposal of Web resources organization in the Semantic Web context. The study was developed based on two main themes. The first involved concepts related to the Semantic Web with objectives of understanding which are the procedures and technology related to Semantic Web. The second concerned descriptive representation in order to understand how cataloging practices can be used to help bibliographic data insertion into the Data Web as well as to verify the actions that are being to developed in this direction. The research was developed in Portuguese and English, in papers and books in the information science area as well as in documents available in the site of the Word Wide Web Consortium. This article is based on Semantic Web and its concepts such as: linked data, vocabulary, query, inference and vertical applications. These results highlight the Resource Description Framework that is a resource description model based on Semantic Web. Based on text analysis, in examples of actions pointed out, which are being developed by some institutions, such as: Library of Congress, Dublin Core Metadata Initiative and Joint Steering Committee; and with focus on the objectives already mentioned, it can be inferred that the practices of descriptive representation are related to the Semantic Web, to the extent to which they can be applied to transform the bibliographic data into data linked to the Web.@en ","116361","https://brapci.inf.br/index.php/res/v/116361","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/117970"
